Date,Region,Crop_Type,Rainfall_mm,Temperature_C,Soil_Moisture,Fertilizer_Used,Pest_Presence,Disease_Presence
1/26/2023,Northern,Rice,42.03,31.6,0.33,No,0,0
1/26/2023,Greater Accra,Yam,29.45,32,0.46,No,0,0
1/28/2023,Ashanti,Yam,52.05,30.5,0.52,Yes,1,1
1/28/2023,Volta,Cassava,38.3,24.6,0.47,No,1,1
1/28/2023,Northern,Yam,46.09,30.1,0.1,Yes,0,0
1/29/2023,Greater Accra,Rice,26.64,31.1,0.24,Yes,1,0
1/30/2023,Northern,Cocoa,43.85,24.7,0.26,No,0,0
1/30/2023,Volta,Maize,37.86,31.6,0.33,No,0,1
1/30/2023,Ashanti,Cassava,51.19,30.4,0.28,Yes,0,0
1/30/2023,Greater Accra,Cassava,27.46,32.5,0.2,No,0,1
1/31/2023,Ashanti,Maize,44.47,27.5,0.37,Yes,1,1
1/31/2023,Greater Accra,Maize,28.64,31.1,0.26,Yes,1,0
1/31/2023,Greater Accra,Maize,29.12,29.5,0.26,No,0,1
1/31/2023,Greater Accra,Yam,26.59,30.8,0.4,No,0,1
2/1/2023,Volta,Rice,41.12,26.5,0.5,No,0,1
2/1/2023,Northern,Rice,32.9,27.2,0.1,Yes,1,1
2/2/2023,Greater Accra,Cocoa,24.93,32.4,0.28,No,0,1
2/2/2023,Northern,Cassava,35.67,32.6,0.1,No,0,0
2/2/2023,Greater Accra,Yam,23.09,26.7,0.21,No,0,1
2/2/2023,Greater Accra,Maize,31.96,27.3,0.31,Yes,0,1
2/2/2023,Greater Accra,Rice,32.21,29.5,0.27,Yes,0,1
2/2/2023,Greater Accra,Cassava,22.14,29.5,0.26,Yes,0,0
2/3/2023,Greater Accra,Cassava,31.39,30.6,0.27,No,0,0
2/3/2023,Volta,Cassava,43.05,30.1,0.34,Yes,0,1
2/4/2023,Ashanti,Rice,62.76,28.9,0.53,Yes,0,1
2/5/2023,Greater Accra,Yam,31.2,30.3,0.26,No,1,0
2/5/2023,Northern,Rice,43.21,34.3,0.22,Yes,0,0
2/5/2023,Greater Accra,Rice,26.1,30.2,0.26,Yes,0,0
2/5/2023,Western,Rice,51.9,31.2,0.47,Yes,1,1
2/6/2023,Western,Yam,60.64,29.2,0.45,No,0,1
2/6/2023,Northern,Yam,27.88,30,0.2,Yes,0,0
2/6/2023,Ashanti,Cocoa,62.43,26.5,0.66,No,1,1
2/6/2023,Ashanti,Rice,53.42,30.8,0.35,Yes,0,1
2/6/2023,Volta,Yam,37.76,30.8,0.42,Yes,0,0
2/7/2023,Western,Maize,59.55,27.1,0.5,Yes,1,1
2/7/2023,Northern,Cocoa,28.1,27.5,0.23,No,1,1
2/7/2023,Volta,Cocoa,55.18,27.8,0.36,Yes,0,1
2/8/2023,Ashanti,Rice,62.8,28.9,0.37,Yes,1,1
2/8/2023,Ashanti,Rice,55.6,28,0.42,Yes,0,1
2/9/2023,Northern,Maize,30.17,29.9,0.4,Yes,0,1
2/9/2023,Volta,Maize,53.11,29.1,0.38,Yes,0,0
2/10/2023,Greater Accra,Cocoa,34.26,28.9,0.39,Yes,1,1
2/10/2023,Western,Rice,46.83,25.6,0.3,Yes,0,1
2/10/2023,Northern,Maize,17.21,32.3,0.28,Yes,0,1
2/10/2023,Volta,Maize,44.18,26,0.42,Yes,1,0
2/11/2023,Volta,Cassava,33,29,0.33,Yes,1,1
2/11/2023,Northern,Cocoa,21.65,29.4,0.17,Yes,1,0
2/11/2023,Greater Accra,Rice,21.85,30.7,0.32,Yes,0,1
2/11/2023,Northern,Cocoa,45.38,29.6,0.36,Yes,0,1
2/11/2023,Greater Accra,Cassava,32.11,27.9,0.44,No,0,0
2/12/2023,Greater Accra,Cocoa,26.28,34.4,0.28,Yes,1,1
2/12/2023,Volta,Yam,42.7,27.4,0.42,No,0,1
2/12/2023,Ashanti,Cassava,66.67,26.6,0.3,No,1,0
2/12/2023,Greater Accra,Maize,23.21,25.5,0.34,No,0,0
2/12/2023,Western,Cocoa,45.18,26.9,0.51,No,1,1
2/12/2023,Greater Accra,Maize,23.7,30.7,0.33,Yes,0,1
2/13/2023,Ashanti,Yam,56.87,31.2,0.52,Yes,0,1
2/13/2023,Northern,Yam,35.45,28.4,0.26,Yes,0,0
2/14/2023,Greater Accra,Maize,25.08,28.8,0.1,No,1,1
2/14/2023,Volta,Maize,38.26,32.6,0.43,No,1,1
2/15/2023,Western,Cassava,48.05,27.7,0.57,Yes,1,0
2/15/2023,Volta,Maize,44.22,29.9,0.39,Yes,0,1
2/15/2023,Volta,Maize,46.75,30.2,0.2,Yes,0,0
2/15/2023,Ashanti,Maize,50.27,29.2,0.46,Yes,1,1
2/16/2023,Ashanti,Maize,48.96,27.8,0.33,No,1,1
2/16/2023,Ashanti,Maize,55.88,31.1,0.33,Yes,0,1
2/17/2023,Northern,Yam,36.81,32.4,0.13,Yes,0,1
2/17/2023,Ashanti,Yam,40.14,26.7,0.39,No,1,0
2/17/2023,Northern,Rice,39.57,26.7,0.31,Yes,0,1
2/17/2023,Northern,Cassava,29.57,27.3,0.29,No,0,0
2/17/2023,Volta,Yam,44.53,27.7,0.42,Yes,1,1
2/18/2023,Northern,Yam,31.46,36.4,0.39,No,1,1
2/18/2023,Greater Accra,Cocoa,23.23,29.3,0.39,Yes,0,0
2/18/2023,Ashanti,Rice,46.62,31.3,0.51,Yes,1,1
2/18/2023,Volta,Maize,23.27,29.5,0.41,Yes,0,1
2/18/2023,Ashanti,Rice,46.95,29.3,0.41,Yes,0,0
2/18/2023,Western,Yam,39.94,26.5,0.44,No,0,1
2/19/2023,Ashanti,Maize,48.6,28,0.39,No,0,1
2/20/2023,Western,Cocoa,57.16,30.5,0.61,Yes,0,1
2/20/2023,Greater Accra,Cassava,20.08,26.6,0.3,No,1,0
2/20/2023,Volta,Maize,47.88,29,0.19,Yes,0,0
2/20/2023,Ashanti,Yam,57.06,28.1,0.43,Yes,0,1
2/21/2023,Greater Accra,Rice,24.71,32,0.39,No,0,1
2/21/2023,Western,Cassava,47.11,28.5,0.42,Yes,0,1
2/21/2023,Western,Cocoa,68.58,29,0.37,No,1,1
2/22/2023,Northern,Yam,28.9,34.4,0.27,Yes,0,0
2/22/2023,Ashanti,Rice,58.99,28.8,0.48,Yes,0,1
2/22/2023,Greater Accra,Maize,23.86,30.2,0.24,Yes,0,0
2/22/2023,Western,Cassava,65.05,25.4,0.22,No,0,0
2/23/2023,Greater Accra,Cocoa,24.5,30,0.15,Yes,1,1
2/23/2023,Greater Accra,Rice,18.85,31.2,0.27,Yes,0,1
2/24/2023,Volta,Yam,43.91,27.7,0.53,No,0,1
2/24/2023,Western,Cassava,42.67,28,0.47,Yes,0,1
2/25/2023,Western,Maize,64.07,29.4,0.5,Yes,0,1
2/25/2023,Northern,Yam,31.25,29.5,0.2,Yes,1,1
2/25/2023,Volta,Maize,42.16,29.5,0.34,Yes,0,0
2/25/2023,Volta,Cassava,51.05,25.4,0.5,Yes,1,1
2/25/2023,Ashanti,Rice,52.52,26.3,0.53,No,0,1
2/25/2023,Northern,Maize,28.09,34.3,0.39,Yes,0,1
2/26/2023,Greater Accra,Maize,16.09,26.5,0.24,Yes,0,0
2/26/2023,Greater Accra,Cassava,22.95,28.9,0.19,Yes,0,0
2/26/2023,Ashanti,Rice,58.83,26.1,0.5,Yes,1,1
2/27/2023,Ashanti,Cassava,44.59,29.7,0.53,No,0,1
2/27/2023,Volta,Cocoa,37.45,27.9,0.48,Yes,0,0
2/27/2023,Volta,Maize,49.45,25.8,0.57,No,0,1
2/28/2023,Ashanti,Rice,57.59,31.3,0.43,Yes,0,1
2/28/2023,Volta,Cassava,56.99,27.4,0.35,Yes,0,0
3/1/2023,Western,Cocoa,44.36,28.8,0.36,Yes,1,1
3/1/2023,Volta,Maize,43.82,28.9,0.4,No,1,1
3/2/2023,Ashanti,Yam,52.89,26.8,0.44,Yes,1,0
3/2/2023,Greater Accra,Maize,21.95,29.3,0.34,Yes,0,0
3/2/2023,Western,Maize,69.6,25.9,0.42,No,0,1
3/2/2023,Volta,Cassava,31.43,30.6,0.39,Yes,0,1
3/2/2023,Volta,Cocoa,34.83,27.2,0.46,Yes,0,1
3/3/2023,Ashanti,Maize,61.02,28.3,0.55,Yes,0,1
3/3/2023,Western,Maize,44.93,29,0.65,Yes,0,1
3/3/2023,Western,Cassava,69.07,27.9,0.52,Yes,0,0
3/3/2023,Volta,Cocoa,35.98,30.2,0.53,No,0,1
3/4/2023,Northern,Yam,38.84,32.5,0.35,Yes,0,1
3/4/2023,Greater Accra,Rice,24.65,27.6,0.35,No,1,1
3/4/2023,Ashanti,Yam,43.39,26.9,0.46,Yes,0,1
3/4/2023,Northern,Yam,30.29,29.7,0.27,No,1,1
3/5/2023,Ashanti,Cassava,50.31,28,0.59,Yes,0,1
3/6/2023,Western,Maize,56.91,27.7,0.58,No,1,1
3/6/2023,Northern,Cassava,32.73,32.9,0.26,Yes,1,0
3/6/2023,Northern,Cassava,30.89,29.6,0.15,No,0,0
3/8/2023,Greater Accra,Yam,18.57,30.8,0.3,Yes,0,0
3/8/2023,Ashanti,Rice,32.89,25.6,0.43,No,1,1
3/9/2023,Western,Maize,60.8,27.5,0.3,Yes,0,1
3/9/2023,Greater Accra,Maize,27.54,33.3,0.28,No,1,0
3/9/2023,Ashanti,Maize,67.46,27.8,0.33,Yes,0,0
3/9/2023,Volta,Cassava,37.95,25.7,0.36,No,0,1
3/10/2023,Northern,Rice,44.35,31.6,0.21,Yes,0,0
3/10/2023,Volta,Maize,31.67,31.4,0.28,No,1,1
3/10/2023,Western,Maize,59.77,28.2,0.59,No,1,1
3/10/2023,Greater Accra,Cassava,24.92,29.4,0.45,No,0,0
3/10/2023,Northern,Maize,37.56,35.5,0.17,Yes,0,0
3/11/2023,Ashanti,Rice,42.39,27.8,0.41,Yes,0,1
3/11/2023,Volta,Rice,45.95,31.8,0.44,Yes,0,0
3/11/2023,Northern,Yam,35.81,34.6,0.42,No,0,0
3/11/2023,Volta,Rice,33.21,27.2,0.37,Yes,0,1
3/12/2023,Greater Accra,Cocoa,26,29.6,0.2,Yes,1,0
3/12/2023,Greater Accra,Maize,22.98,26.6,0.3,No,0,1
3/12/2023,Ashanti,Yam,70.92,28.4,0.46,No,1,1
3/12/2023,Northern,Yam,26.95,24.6,0.18,No,0,0
3/12/2023,Ashanti,Maize,43.81,24,0.41,Yes,1,1
3/13/2023,Greater Accra,Yam,27.06,29.3,0.17,Yes,1,1
3/13/2023,Ashanti,Maize,66.47,25.9,0.54,No,1,1
3/14/2023,Northern,Rice,35.85,32.9,0.2,Yes,1,0
3/14/2023,Volta,Yam,40.71,33.4,0.5,No,0,1
3/14/2023,Greater Accra,Yam,24.34,31.9,0.3,Yes,0,0
3/14/2023,Greater Accra,Cassava,23.57,31.9,0.3,Yes,0,0
3/14/2023,Ashanti,Rice,53.5,30.1,0.48,Yes,1,1
3/14/2023,Northern,Yam,40.19,34.5,0.24,Yes,0,0
3/14/2023,Western,Yam,60.77,27.7,0.46,No,1,0
3/15/2023,Northern,Cocoa,44.18,32.7,0.31,Yes,0,0
3/15/2023,Northern,Maize,39.08,31.3,0.42,Yes,0,0
3/16/2023,Greater Accra,Cassava,33.06,31.4,0.24,Yes,0,0
3/16/2023,Ashanti,Cocoa,43.66,25.7,0.37,No,0,1
3/16/2023,Volta,Rice,54.17,30.6,0.39,No,0,1
3/17/2023,Greater Accra,Cocoa,18.72,33,0.3,No,0,0
3/17/2023,Greater Accra,Maize,24.89,29.9,0.29,No,1,0
3/17/2023,Greater Accra,Cocoa,29.27,26.5,0.41,Yes,1,1
3/17/2023,Northern,Yam,42.73,30.5,0.19,Yes,0,0
3/18/2023,Western,Cassava,64.27,30.5,0.58,Yes,1,1
3/18/2023,Greater Accra,Cassava,20.91,31,0.37,Yes,1,0
3/19/2023,Western,Cassava,63.66,30.1,0.42,Yes,1,0
3/19/2023,Volta,Cassava,45.65,27.1,0.35,Yes,0,0
3/20/2023,Volta,Rice,45.17,27.7,0.4,Yes,0,1
3/21/2023,Western,Rice,25.18,30.5,0.55,Yes,1,1
3/21/2023,Northern,Cassava,43.59,30,0.12,No,1,0
3/21/2023,Volta,Rice,49.36,26.9,0.44,Yes,1,1
3/21/2023,Western,Rice,56.94,24.2,0.52,Yes,0,0
3/21/2023,Ashanti,Maize,49.27,27.6,0.52,Yes,0,1
3/22/2023,Western,Yam,57.96,28.9,0.43,No,1,1
3/22/2023,Western,Yam,62.28,28.9,0.41,Yes,0,1
3/23/2023,Northern,Yam,31.48,28.9,0.14,No,0,0
3/23/2023,Northern,Cocoa,28.53,25.7,0.1,Yes,0,0
3/24/2023,Volta,Cocoa,43.91,28.5,0.34,No,0,1
3/25/2023,Western,Yam,45.1,32.9,0.57,Yes,0,1
3/25/2023,Greater Accra,Maize,33.33,33.4,0.19,Yes,1,1
3/26/2023,Greater Accra,Maize,25.8,31.8,0.33,No,0,0
3/26/2023,Northern,Cassava,28.76,25.7,0.1,No,1,0
3/26/2023,Ashanti,Maize,54.84,27.9,0.42,Yes,1,1
3/27/2023,Northern,Rice,28.12,30.5,0.24,Yes,0,1
3/27/2023,Volta,Cocoa,32.53,27.2,0.38,Yes,0,0
3/29/2023,Volta,Maize,42.7,27.9,0.34,No,1,1
3/29/2023,Ashanti,Cassava,50.94,29.4,0.34,Yes,1,1
3/29/2023,Greater Accra,Cassava,27.82,31,0.36,Yes,0,1
3/30/2023,Volta,Maize,42.65,29.4,0.31,No,1,1
3/30/2023,Northern,Cassava,38.97,30.6,0.43,Yes,0,0
3/31/2023,Volta,Cocoa,36.89,24.3,0.25,Yes,0,1
3/31/2023,Northern,Cocoa,41.41,29.8,0.19,No,0,0
3/31/2023,Northern,Maize,34.1,31.7,0.36,Yes,0,0
3/31/2023,Greater Accra,Maize,25.29,30.9,0.38,Yes,0,0
3/31/2023,Northern,Maize,42.37,28.9,0.34,Yes,0,0
4/1/2023,Western,Rice,197.73,27.6,0.53,Yes,0,1
4/2/2023,Greater Accra,Cassava,120.4,27.3,0.35,Yes,0,0
4/2/2023,Western,Maize,324.16,26.8,0.7,Yes,0,1
4/2/2023,Ashanti,Maize,161.46,22.6,0.45,Yes,1,1
4/2/2023,Greater Accra,Cassava,76.19,31.1,0.42,Yes,1,1
4/2/2023,Western,Yam,227.22,24.6,0.6,Yes,0,0
4/2/2023,Volta,Cocoa,211.77,27.8,0.53,Yes,0,1
4/2/2023,Western,Cassava,289.16,26.1,0.6,No,0,1
4/2/2023,Volta,Maize,209.28,23.7,0.34,No,0,1
4/3/2023,Northern,Cocoa,229.9,26.5,0.32,Yes,1,1
4/3/2023,Northern,Cassava,250.69,26.9,0.13,Yes,1,1
4/3/2023,Greater Accra,Maize,136.49,28.2,0.48,No,0,1
4/3/2023,Northern,Yam,179.9,29.3,0.33,Yes,0,1
4/3/2023,Western,Cocoa,333.55,26.4,0.52,No,1,1
4/3/2023,Western,Cocoa,219.05,25.9,0.7,No,1,1
4/4/2023,Western,Yam,341.93,23.5,0.7,Yes,1,0
4/4/2023,Northern,Cassava,199.54,28.9,0.35,No,1,1
4/6/2023,Volta,Cassava,134.29,22.6,0.39,No,0,1
4/6/2023,Greater Accra,Cassava,133.63,26.2,0.4,No,0,1
4/6/2023,Volta,Rice,266.23,25.1,0.63,No,1,1
4/6/2023,Greater Accra,Yam,132.49,24.5,0.39,Yes,0,0
4/7/2023,Volta,Cocoa,236.64,25.9,0.57,No,0,1
4/7/2023,Greater Accra,Yam,135.19,26.6,0.53,Yes,1,1
4/7/2023,Ashanti,Cocoa,206.43,21.8,0.59,No,1,0
4/7/2023,Western,Rice,271.5,20.4,0.7,No,0,0
4/7/2023,Greater Accra,Maize,119.52,26.9,0.44,No,0,0
4/8/2023,Western,Rice,225.92,28.1,0.53,No,1,1
4/8/2023,Northern,Cassava,152.07,30.1,0.19,Yes,0,1
4/8/2023,Northern,Yam,189.22,31.5,0.26,Yes,1,1
4/8/2023,Northern,Maize,165.66,28.4,0.32,No,1,1
4/8/2023,Ashanti,Cocoa,263.46,23.5,0.54,Yes,1,1
4/9/2023,Western,Cassava,182.11,24,0.7,Yes,1,1
4/9/2023,Western,Maize,276.65,23.6,0.59,Yes,1,1
4/10/2023,Greater Accra,Yam,125.75,29.8,0.28,Yes,1,1
4/10/2023,Northern,Cassava,192.7,26.6,0.23,No,0,1
4/10/2023,Northern,Rice,172.15,27.5,0.2,Yes,0,0
4/10/2023,Volta,Maize,201.32,25.3,0.43,Yes,1,1
4/11/2023,Ashanti,Cocoa,175.71,25.8,0.68,No,1,1
4/11/2023,Western,Rice,227.41,24.2,0.7,Yes,0,1
4/11/2023,Ashanti,Cassava,294.8,25.6,0.58,No,1,1
4/12/2023,Western,Yam,262.07,25.2,0.7,No,1,1
4/13/2023,Volta,Rice,204.37,25.5,0.41,Yes,0,1
4/13/2023,Volta,Cocoa,176.86,26.9,0.61,No,0,1
4/13/2023,Ashanti,Rice,268.14,24.5,0.6,Yes,0,1
4/13/2023,Greater Accra,Yam,137.4,29.6,0.34,No,1,1
4/14/2023,Volta,Rice,200.18,27.3,0.63,No,1,1
4/14/2023,Northern,Rice,149.73,30.7,0.4,Yes,1,0
4/16/2023,Ashanti,Yam,230.07,23.4,0.57,No,1,0
4/16/2023,Volta,Maize,192.92,24.6,0.34,Yes,1,1
4/16/2023,Greater Accra,Maize,113.48,26.6,0.36,Yes,1,1
4/17/2023,Western,Rice,236.79,25,0.52,Yes,1,1
4/17/2023,Western,Maize,241.55,22.9,0.45,Yes,1,1
4/17/2023,Western,Rice,133.59,25.3,0.7,Yes,1,1
4/17/2023,Volta,Cassava,201.42,27.5,0.48,Yes,0,1
4/17/2023,Greater Accra,Maize,128.22,28,0.39,Yes,0,0
4/17/2023,Volta,Cocoa,235.1,26.5,0.6,Yes,1,1
4/18/2023,Northern,Cocoa,220.54,23.5,0.36,Yes,0,1
4/18/2023,Volta,Maize,236.62,28.6,0.55,No,1,1
4/18/2023,Western,Cassava,366.59,27.6,0.57,Yes,1,1
4/18/2023,Ashanti,Cocoa,310.01,28.2,0.66,Yes,1,1
4/19/2023,Volta,Yam,283.15,24.7,0.52,No,0,1
4/19/2023,Western,Rice,187.05,24.1,0.7,No,0,1
4/19/2023,Ashanti,Rice,243.71,26.6,0.64,Yes,0,0
4/20/2023,Western,Yam,269.75,26.9,0.55,No,1,1
4/20/2023,Volta,Maize,253.13,27.3,0.38,No,1,1
4/21/2023,Ashanti,Maize,271.62,22.9,0.53,No,1,1
4/21/2023,Greater Accra,Cocoa,125.32,25.4,0.36,No,0,0
4/21/2023,Northern,Yam,165.27,27.2,0.22,Yes,0,1
4/21/2023,Western,Cassava,356.48,25.3,0.54,No,1,1
4/21/2023,Western,Yam,266.46,26.3,0.58,Yes,0,1
4/21/2023,Western,Yam,338.82,26,0.62,No,1,1
4/22/2023,Volta,Maize,165.84,27.7,0.49,Yes,0,1
4/22/2023,Greater Accra,Rice,105.02,29,0.34,Yes,0,1
4/22/2023,Western,Yam,337.38,23.3,0.56,Yes,1,1
4/23/2023,Ashanti,Yam,284.56,28.7,0.61,Yes,0,1
4/23/2023,Northern,Maize,232.73,28.5,0.49,No,0,1
4/23/2023,Ashanti,Maize,241.92,24.2,0.57,Yes,0,1
4/23/2023,Volta,Cassava,191.78,27.7,0.42,Yes,1,1
4/23/2023,Northern,Yam,161.85,28.1,0.45,Yes,1,0
4/24/2023,Ashanti,Rice,271.71,23.6,0.7,No,0,1
4/24/2023,Greater Accra,Rice,112.79,23.9,0.34,Yes,1,1
4/24/2023,Greater Accra,Yam,133.58,28.1,0.39,Yes,0,0
4/25/2023,Greater Accra,Yam,134.68,25.9,0.24,Yes,0,1
4/25/2023,Volta,Rice,151.4,24.8,0.5,Yes,1,1
4/25/2023,Western,Cassava,315.14,25.1,0.62,Yes,1,1
4/25/2023,Volta,Cocoa,110.18,27.8,0.61,Yes,1,1
4/26/2023,Western,Cocoa,310.47,24.5,0.7,Yes,0,1
4/26/2023,Volta,Yam,215.7,27.2,0.54,Yes,0,1
4/27/2023,Greater Accra,Maize,136.48,27.8,0.37,Yes,0,1
4/27/2023,Greater Accra,Rice,126.51,23,0.32,No,1,0
4/27/2023,Northern,Maize,170.57,29.3,0.1,No,0,1
4/27/2023,Western,Rice,288.78,24.1,0.7,No,1,1
4/28/2023,Volta,Maize,205.05,25,0.57,No,1,1
4/28/2023,Northern,Yam,171.78,24,0.31,No,0,0
4/29/2023,Volta,Maize,224.28,28.5,0.56,No,0,1
4/29/2023,Northern,Rice,170.1,24.3,0.37,No,0,0
4/29/2023,Northern,Maize,197.56,26.9,0.44,No,0,1
4/29/2023,Northern,Cocoa,138.84,26.2,0.38,Yes,0,1
4/29/2023,Western,Rice,269.72,21.3,0.7,No,0,1
4/30/2023,Ashanti,Maize,334.46,24.2,0.43,Yes,1,0
4/30/2023,Greater Accra,Yam,137.36,27.3,0.41,Yes,0,1
5/2/2023,Volta,Yam,299.91,24.2,0.6,Yes,0,1
5/3/2023,Northern,Cassava,94.95,24.5,0.51,No,1,1
5/4/2023,Ashanti,Maize,266.85,24.9,0.65,No,0,1
5/4/2023,Volta,Maize,210.73,26.1,0.63,Yes,1,1
5/4/2023,Western,Maize,264.21,22.3,0.64,Yes,1,0
5/4/2023,Ashanti,Rice,284.61,25.6,0.52,No,0,1
5/4/2023,Volta,Maize,191.18,22.9,0.55,No,0,0
5/5/2023,Greater Accra,Maize,82.32,29.2,0.39,Yes,1,1
5/5/2023,Ashanti,Cocoa,229.7,26.5,0.5,No,1,1
5/6/2023,Northern,Rice,163.46,31.4,0.39,No,1,0
5/6/2023,Greater Accra,Maize,91.19,26.9,0.32,Yes,1,1
5/7/2023,Northern,Maize,223.41,29,0.34,Yes,1,1
5/7/2023,Ashanti,Cassava,262.45,24.8,0.57,Yes,0,1
5/7/2023,Western,Cocoa,172.66,28.8,0.56,Yes,1,1
5/7/2023,Ashanti,Maize,290.14,24.7,0.57,Yes,0,1
5/7/2023,Ashanti,Cassava,220.71,25.7,0.58,No,1,1
5/9/2023,Greater Accra,Cassava,137.54,28.7,0.36,Yes,0,1
5/10/2023,Ashanti,Cassava,211.93,23.8,0.69,Yes,1,1
5/10/2023,Greater Accra,Yam,135.95,26.2,0.3,No,0,1
5/11/2023,Western,Cassava,221.61,26.3,0.56,No,0,1
5/12/2023,Ashanti,Maize,242.12,26,0.6,Yes,1,1
5/12/2023,Northern,Cassava,167.64,29.5,0.33,No,0,1
5/12/2023,Ashanti,Yam,225.95,25.8,0.64,Yes,1,1
5/13/2023,Greater Accra,Rice,117.32,22.6,0.33,No,1,1
5/14/2023,Greater Accra,Maize,117.77,29.2,0.51,No,0,1
5/14/2023,Western,Cassava,303.07,23.4,0.7,Yes,1,1
5/14/2023,Ashanti,Yam,224.1,26.4,0.55,Yes,1,1
5/14/2023,Northern,Cassava,180.34,29,0.29,Yes,0,1
5/15/2023,Western,Yam,251.6,30.3,0.7,Yes,1,1
5/16/2023,Western,Maize,218.72,23,0.55,Yes,0,1
5/16/2023,Ashanti,Yam,262.21,25.4,0.37,No,0,1
5/17/2023,Greater Accra,Cassava,113.12,29.8,0.32,Yes,0,0
5/17/2023,Western,Cocoa,283.76,24.8,0.7,No,1,1
5/18/2023,Greater Accra,Cassava,109.45,26.7,0.41,Yes,0,1
5/18/2023,Northern,Rice,133.2,26.7,0.41,Yes,1,1
5/19/2023,Western,Rice,205.48,25.6,0.51,Yes,1,0
5/19/2023,Northern,Maize,207.5,28,0.23,No,1,1
5/19/2023,Ashanti,Rice,246.17,25.9,0.57,Yes,0,1
5/19/2023,Ashanti,Yam,285.41,26,0.5,Yes,0,0
5/20/2023,Volta,Rice,192.45,29,0.51,Yes,1,1
5/20/2023,Northern,Yam,184.32,27.3,0.39,Yes,0,1
5/21/2023,Ashanti,Maize,198.07,24.4,0.28,No,0,1
5/21/2023,Ashanti,Yam,219.81,27.7,0.58,Yes,1,1
5/21/2023,Northern,Rice,149.9,31.3,0.43,Yes,1,0
5/22/2023,Ashanti,Cassava,254.45,27.4,0.55,Yes,1,1
5/22/2023,Northern,Cassava,156.89,29.6,0.4,Yes,0,1
5/22/2023,Volta,Cassava,201.02,27,0.69,No,0,1
5/22/2023,Ashanti,Maize,246.76,25.7,0.64,Yes,1,1
5/23/2023,Volta,Cassava,213.88,26.5,0.55,No,1,0
5/23/2023,Western,Cocoa,296.18,24.2,0.67,No,0,0
5/23/2023,Northern,Cocoa,209.31,22.7,0.28,No,1,1
5/23/2023,Greater Accra,Maize,112.75,29.9,0.31,Yes,1,1
5/23/2023,Volta,Cassava,214.54,29.2,0.44,No,1,1
5/24/2023,Ashanti,Cocoa,254.25,24.5,0.7,No,1,1
5/24/2023,Volta,Cocoa,182.39,22.1,0.39,Yes,0,1
5/25/2023,Northern,Cassava,133.82,28.1,0.42,Yes,0,0
5/25/2023,Ashanti,Cocoa,292.33,28.5,0.7,No,0,1
5/25/2023,Volta,Cassava,264.17,25,0.32,No,0,1
5/26/2023,Northern,Yam,195.15,27.2,0.14,Yes,0,0
5/26/2023,Ashanti,Yam,275.53,24.7,0.57,Yes,1,1
5/26/2023,Northern,Cocoa,239.28,24.4,0.51,No,1,1
5/26/2023,Western,Rice,322.21,26.4,0.52,No,0,1
5/27/2023,Volta,Yam,268.35,21.1,0.53,Yes,1,1
5/28/2023,Western,Yam,386.02,23.3,0.7,Yes,0,1
5/28/2023,Ashanti,Cocoa,266.15,25.5,0.56,Yes,1,1
5/29/2023,Western,Cassava,298.26,25.3,0.68,Yes,1,1
5/29/2023,Ashanti,Yam,238.19,26.2,0.62,No,1,1
5/29/2023,Ashanti,Cassava,235.38,24,0.7,Yes,1,0
5/29/2023,Western,Maize,337.09,22.2,0.52,Yes,1,1
5/30/2023,Greater Accra,Cassava,139.75,26.9,0.46,Yes,1,1
5/30/2023,Western,Yam,239.75,25.3,0.7,Yes,1,1
5/30/2023,Volta,Rice,243.73,22.9,0.4,No,0,1
5/30/2023,Greater Accra,Rice,112.48,22,0.43,No,1,1
5/31/2023,Ashanti,Maize,339.58,23.5,0.57,Yes,1,0
5/31/2023,Northern,Cassava,143.38,29.1,0.36,Yes,1,1
6/1/2023,Ashanti,Rice,265.31,26.8,0.7,Yes,1,1
6/1/2023,Greater Accra,Yam,107.01,25.4,0.4,Yes,0,1
6/1/2023,Greater Accra,Rice,98.83,24.3,0.55,Yes,0,1
6/1/2023,Greater Accra,Yam,101,28.4,0.24,Yes,1,0
6/1/2023,Northern,Cocoa,167.21,33.3,0.43,No,0,1
6/1/2023,Western,Yam,186.1,23.8,0.69,Yes,0,1
6/2/2023,Volta,Yam,155.68,26.6,0.49,Yes,0,1
6/2/2023,Western,Yam,286.6,22.5,0.7,Yes,1,1
6/2/2023,Western,Rice,227.75,22.8,0.66,Yes,0,1
6/3/2023,Greater Accra,Cassava,93.82,30.3,0.2,Yes,0,1
6/3/2023,Greater Accra,Cocoa,141.8,26.1,0.45,Yes,1,1
6/3/2023,Western,Rice,251.09,24.3,0.7,Yes,0,1
6/4/2023,Greater Accra,Rice,138.12,24.1,0.32,No,1,1
6/4/2023,Volta,Rice,212.3,22.6,0.32,Yes,1,1
6/5/2023,Greater Accra,Yam,63.5,26.4,0.48,No,0,1
6/5/2023,Western,Cocoa,317.54,23.9,0.7,Yes,1,1
6/6/2023,Western,Maize,299.91,25.9,0.55,Yes,1,1
6/6/2023,Volta,Rice,225.05,28.2,0.52,Yes,0,1
6/7/2023,Greater Accra,Maize,120.93,24.9,0.37,No,1,1
6/7/2023,Ashanti,Yam,221.3,26,0.56,Yes,0,1
6/7/2023,Greater Accra,Rice,120.81,24.5,0.41,No,0,0
